id_association,code_barre_ean_principal,code_barre_ean_associe_mdd,nom_produit_principal,nom_produit_mdd_associe,indice_confiance_association_pct,hausse_ticket_moyen_projete_pct,offre_bundle_recommandee
XSELL-0770,331990844142,311019984477,Jus d'Orange Pur Jus Nestlé #4228,Fromage Fondu Repère #388,71.6,8.5,Offre Duo : -30% sur Fromage Fondu Repère #388 (MDD) à l'achat de Jus d'Orange Pur Jus Nestlé #4228
XSELL-0771,364538675602,322280724105,Sauce Tomate Basilic Nestlé #327,Biscuits Chocolat Repère #478,85.6,5.7,Offre Duo : -30% sur Biscuits Chocolat Repère #478 (MDD) à l'achat de Sauce Tomate Basilic Nestlé #327
XSELL-0772,317907747644,321286962663,Yaourt Fraise Repère #3171,Biscuits Chocolat Gourmet #1514,78.3,5.7,Offre Duo : -30% sur Biscuits Chocolat Gourmet #1514 (MDD) à l'achat de Yaourt Fraise Repère #3171
XSELL-0773,338395091895,324622974119,Céréales Gourmandes Nestlé #2477,Pain de Mie Bio Gourmet #461,65.2,12.0,Offre Duo : -30% sur Pain de Mie Bio Gourmet #461 (MDD) à l'achat de Céréales Gourmandes Nestlé #2477
XSELL-0774,375024890219,392843469511,Pâte à Tartiner Repère #3126,Jus d'Orange Pur Jus Repère #666,72.2,11.0,Offre Duo : -30% sur Jus d'Orange Pur Jus Repère #666 (MDD) à l'achat de Pâte à Tartiner Repère #3126
XSELL-0775,382059960681,345428827589,Jambon Supérieur Danone #4094,Pain de Mie Bio Bio #1671,88.9,8.2,Offre Duo : -30% sur Pain de Mie Bio Bio #1671 (MDD) à l'achat de Jambon Supérieur Danone #4094
XSELL-0776,340432920998,341576425520,Sauce Tomate Basilic Danone #305,Sauce Tomate Basilic Gourmet #4490,66.5,14.0,Offre Duo : -30% sur Sauce Tomate Basilic Gourmet #4490 (MDD) à l'achat de Sauce Tomate Basilic Danone #305
XSELL-0777,349353190069,337113567416,Jambon Supérieur Repère #3773,Biscuits Chocolat Gourmet #194,83.5,12.2,Offre Duo : -30% sur Biscuits Chocolat Gourmet #194 (MDD) à l'achat de Jambon Supérieur Repère #3773
XSELL-0778,376312877952,330713602446,Pain de Mie Bio Danone #2999,Yaourt Fraise Repère #160,89.7,9.7,Offre Duo : -30% sur Yaourt Fraise Repère #160 (MDD) à l'achat de Pain de Mie Bio Danone #2999
XSELL-0779,346819583245,358663122799,Pâte à Tartiner Repère #693,Pain de Mie Bio Bio #4149,92.8,10.1,Offre Duo : -30% sur Pain de Mie Bio Bio #4149 (MDD) à l'achat de Pâte à Tartiner Repère #693
XSELL-0780,332891325430,330618406767,Biscuits Chocolat Nestlé #1583,Sauce Tomate Basilic Repère #3113,83.2,9.1,Offre Duo : -30% sur Sauce Tomate Basilic Repère #3113 (MDD) à l'achat de Biscuits Chocolat Nestlé #1583
XSELL-0781,361726390574,321895900715,Pâte à Tartiner Repère #1955,Jambon Supérieur Gourmet #3843,72.3,5.0,Offre Duo : -30% sur Jambon Supérieur Gourmet #3843 (MDD) à l'achat de Pâte à Tartiner Repère #1955
XSELL-0782,361815445496,326344263039,Yaourt Fraise Danone #1297,Pain de Mie Bio Bio #1249,80.0,12.1,Offre Duo : -30% sur Pain de Mie Bio Bio #1249 (MDD) à l'achat de Yaourt Fraise Danone #1297
XSELL-0783,316298587471,355486052702,Plat Cuisiné Lasagnes Danone #2057,Biscuits Chocolat Repère #1629,82.2,8.2,Offre Duo : -30% sur Biscuits Chocolat Repère #1629 (MDD) à l'achat de Plat Cuisiné Lasagnes Danone #2057
XSELL-0784,362101699203,325559502063,Sauce Tomate Basilic Repère #3837,Céréales Gourmandes Gourmet #3475,78.8,11.5,Offre Duo : -30% sur Céréales Gourmandes Gourmet #3475 (MDD) à l'achat de Sauce Tomate Basilic Repère #3837
XSELL-0785,375733516626,325602113350,Biscuits Chocolat Nestlé #3513,Céréales Gourmandes Bio #3355,84.7,7.4,Offre Duo : -30% sur Céréales Gourmandes Bio #3355 (MDD) à l'achat de Biscuits Chocolat Nestlé #3513
XSELL-0786,377858720796,344685395910,Pâte à Tartiner Repère #3795,Biscuits Chocolat Repère #1578,68.0,8.6,Offre Duo : -30% sur Biscuits Chocolat Repère #1578 (MDD) à l'achat de Pâte à Tartiner Repère #3795
XSELL-0787,350098683646,385907795777,Jus d'Orange Pur Jus Danone #291,Céréales Gourmandes Bio #3344,71.5,10.5,Offre Duo : -30% sur Céréales Gourmandes Bio #3344 (MDD) à l'achat de Jus d'Orange Pur Jus Danone #291
XSELL-0788,355671850519,314567128005,Jus d'Orange Pur Jus Nestlé #414,Céréales Gourmandes Bio #4101,85.7,11.9,Offre Duo : -30% sur Céréales Gourmandes Bio #4101 (MDD) à l'achat de Jus d'Orange Pur Jus Nestlé #414
XSELL-0789,374317795411,380766440956,Céréales Gourmandes Repère #4416,Yaourt Fraise Gourmet #3675,89.7,11.2,Offre Duo : -30% sur Yaourt Fraise Gourmet #3675 (MDD) à l'achat de Céréales Gourmandes Repère #4416
XSELL-0790,331064893137,384573733781,Jambon Supérieur Repère #1598,Jambon Supérieur Bio #539,90.5,8.3,Offre Duo : -30% sur Jambon Supérieur Bio #539 (MDD) à l'achat de Jambon Supérieur Repère #1598
XSELL-0791,350141411194,373230459873,Sauce Tomate Basilic Nestlé #3983,Pâte à Tartiner Bio #1633,69.0,12.6,Offre Duo : -30% sur Pâte à Tartiner Bio #1633 (MDD) à l'achat de Sauce Tomate Basilic Nestlé #3983
XSELL-0792,343923982626,341552569819,Pâte à Tartiner Nestlé #2537,Pâte à Tartiner Bio #3005,77.0,11.7,Offre Duo : -30% sur Pâte à Tartiner Bio #3005 (MDD) à l'achat de Pâte à Tartiner Nestlé #2537
XSELL-0793,315395939903,347085032771,Sauce Tomate Basilic Danone #1024,Yaourt Fraise Bio #4447,80.8,11.7,Offre Duo : -30% sur Yaourt Fraise Bio #4447 (MDD) à l'achat de Sauce Tomate Basilic Danone #1024
XSELL-0794,387365487420,320928325117,Plat Cuisiné Lasagnes Danone #77,Jambon Supérieur Repère #3583,93.2,6.0,Offre Duo : -30% sur Jambon Supérieur Repère #3583 (MDD) à l'achat de Plat Cuisiné Lasagnes Danone #77
XSELL-0795,372232599800,368754181362,Fromage Fondu Danone #1238,Biscuits Chocolat Gourmet #4387,70.5,8.8,Offre Duo : -30% sur Biscuits Chocolat Gourmet #4387 (MDD) à l'achat de Fromage Fondu Danone #1238
XSELL-0796,368054103529,337607263938,Jus d'Orange Pur Jus Repère #3991,Jambon Supérieur Bio #2661,73.1,7.7,Offre Duo : -30% sur Jambon Supérieur Bio #2661 (MDD) à l'achat de Jus d'Orange Pur Jus Repère #3991
XSELL-0797,319461688974,364355387520,Pain de Mie Bio Repère #2187,Biscuits Chocolat Repère #586,84.8,13.6,Offre Duo : -30% sur Biscuits Chocolat Repère #586 (MDD) à l'achat de Pain de Mie Bio Repère #2187
XSELL-0798,345890598787,341519177467,Yaourt Fraise Repère #3183,Pâte à Tartiner Gourmet #3719,74.2,6.5,Offre Duo : -30% sur Pâte à Tartiner Gourmet #3719 (MDD) à l'achat de Yaourt Fraise Repère #3183
XSELL-0799,397880986382,393734474585,Sauce Tomate Basilic Nestlé #1438,Sauce Tomate Basilic Repère #598,65.5,7.1,Offre Duo : -30% sur Sauce Tomate Basilic Repère #598 (MDD) à l'achat de Sauce Tomate Basilic Nestlé #1438
XSELL-0800,358595470481,392056690719,Jambon Supérieur Danone #4151,Yaourt Fraise Gourmet #472,89.3,6.5,Offre Duo : -30% sur Yaourt Fraise Gourmet #472 (MDD) à l'achat de Jambon Supérieur Danone #4151
XSELL-0801,322325773110,359012516690,Pain de Mie Bio Nestlé #3006,Sauce Tomate Basilic Bio #2082,78.8,12.1,Offre Duo : -30% sur Sauce Tomate Basilic Bio #2082 (MDD) à l'achat de Pain de Mie Bio Nestlé #3006
XSELL-0802,389817874821,317539005689,Pâte à Tartiner Danone #1581,Yaourt Fraise Repère #1403,66.5,8.7,Offre Duo : -30% sur Yaourt Fraise Repère #1403 (MDD) à l'achat de Pâte à Tartiner Danone #1581
XSELL-0803,312949759342,321964149882,Pain de Mie Bio Nestlé #91,Céréales Gourmandes Repère #287,70.9,5.7,Offre Duo : -30% sur Céréales Gourmandes Repère #287 (MDD) à l'achat de Pain de Mie Bio Nestlé #91
XSELL-0804,382142339316,399714514061,Sauce Tomate Basilic Nestlé #3735,Jambon Supérieur Gourmet #3225,81.3,4.7,Offre Duo : -30% sur Jambon Supérieur Gourmet #3225 (MDD) à l'achat de Sauce Tomate Basilic Nestlé #3735
XSELL-0805,353338290314,321964149882,Pâte à Tartiner Nestlé #4396,Céréales Gourmandes Repère #287,88.7,11.3,Offre Duo : -30% sur Céréales Gourmandes Repère #287 (MDD) à l'achat de Pâte à Tartiner Nestlé #4396
XSELL-0806,317872228316,324839753249,Pain de Mie Bio Repère #879,Pâte à Tartiner Bio #776,80.8,14.0,Offre Duo : -30% sur Pâte à Tartiner Bio #776 (MDD) à l'achat de Pain de Mie Bio Repère #879
XSELL-0807,380063112382,390776273719,Céréales Gourmandes Repère #3433,Pain de Mie Bio Bio #2457,89.7,9.3,Offre Duo : -30% sur Pain de Mie Bio Bio #2457 (MDD) à l'achat de Céréales Gourmandes Repère #3433
XSELL-0808,385442810085,318233167779,Biscuits Chocolat Nestlé #168,Jus d'Orange Pur Jus Repère #13,66.6,11.4,Offre Duo : -30% sur Jus d'Orange Pur Jus Repère #13 (MDD) à l'achat de Biscuits Chocolat Nestlé #168
XSELL-0809,399966677803,310529012991,Jus d'Orange Pur Jus Nestlé #3823,Sauce Tomate Basilic Gourmet #4273,89.6,4.9,Offre Duo : -30% sur Sauce Tomate Basilic Gourmet #4273 (MDD) à l'achat de Jus d'Orange Pur Jus Nestlé #3823
XSELL-0810,396927636129,341664488580,Sauce Tomate Basilic Repère #2076,Fromage Fondu Gourmet #2250,73.0,13.8,Offre Duo : -30% sur Fromage Fondu Gourmet #2250 (MDD) à l'achat de Sauce Tomate Basilic Repère #2076
XSELL-0811,383514012961,385513679302,Jus d'Orange Pur Jus Nestlé #1074,Fromage Fondu Bio #1778,75.4,9.7,Offre Duo : -30% sur Fromage Fondu Bio #1778 (MDD) à l'achat de Jus d'Orange Pur Jus Nestlé #1074
XSELL-0812,398851911532,346199404573,Jus d'Orange Pur Jus Danone #2252,Jambon Supérieur Repère #1810,88.4,5.6,Offre Duo : -30% sur Jambon Supérieur Repère #1810 (MDD) à l'achat de Jus d'Orange Pur Jus Danone #2252
XSELL-0813,383514012961,337848160251,Jus d'Orange Pur Jus Nestlé #1074,Plat Cuisiné Lasagnes Bio #215,75.2,8.5,Offre Duo : -30% sur Plat Cuisiné Lasagnes Bio #215 (MDD) à l'achat de Jus d'Orange Pur Jus Nestlé #1074
XSELL-0814,311019016135,311129035250,Jus d'Orange Pur Jus Danone #2871,Fromage Fondu Bio #1072,91.4,7.6,Offre Duo : -30% sur Fromage Fondu Bio #1072 (MDD) à l'achat de Jus d'Orange Pur Jus Danone #2871
XSELL-0815,398029184975,376199141000,Pâte à Tartiner Danone #1099,Jambon Supérieur Repère #242,74.9,6.2,Offre Duo : -30% sur Jambon Supérieur Repère #242 (MDD) à l'achat de Pâte à Tartiner Danone #1099
XSELL-0816,388169166270,343176863799,Jus d'Orange Pur Jus Nestlé #2857,Pain de Mie Bio Gourmet #4188,84.5,8.7,Offre Duo : -30% sur Pain de Mie Bio Gourmet #4188 (MDD) à l'achat de Jus d'Orange Pur Jus Nestlé #2857
XSELL-0817,343645571125,311683508641,Biscuits Chocolat Danone #857,Jus d'Orange Pur Jus Gourmet #3283,88.8,5.3,Offre Duo : -30% sur Jus d'Orange Pur Jus Gourmet #3283 (MDD) à l'achat de Biscuits Chocolat Danone #857
XSELL-0818,317539005689,386917840730,Yaourt Fraise Repère #1403,Jambon Supérieur Repère #1271,68.4,8.9,Offre Duo : -30% sur Jambon Supérieur Repère #1271 (MDD) à l'achat de Yaourt Fraise Repère #1403
XSELL-0819,341138088262,345103046200,Céréales Gourmandes Danone #1189,Jambon Supérieur Gourmet #2074,78.7,14.1,Offre Duo : -30% sur Jambon Supérieur Gourmet #2074 (MDD) à l'achat de Céréales Gourmandes Danone #1189
XSELL-0820,314687736173,382849307429,Céréales Gourmandes Nestlé #1913,Fromage Fondu Repère #4148,86.1,9.8,Offre Duo : -30% sur Fromage Fondu Repère #4148 (MDD) à l'achat de Céréales Gourmandes Nestlé #1913
XSELL-0821,346954744827,392843469511,Pâte à Tartiner Danone #1292,Jus d'Orange Pur Jus Repère #666,78.6,13.1,Offre Duo : -30% sur Jus d'Orange Pur Jus Repère #666 (MDD) à l'achat de Pâte à Tartiner Danone #1292
XSELL-0822,355396916921,397826443732,Pain de Mie Bio Nestlé #2929,Pâte à Tartiner Repère #2365,76.6,8.7,Offre Duo : -30% sur Pâte à Tartiner Repère #2365 (MDD) à l'achat de Pain de Mie Bio Nestlé #2929
XSELL-0823,349045797071,343106679234,Biscuits Chocolat Repère #2501,Pâte à Tartiner Repère #3001,66.1,10.0,Offre Duo : -30% sur Pâte à Tartiner Repère #3001 (MDD) à l'achat de Biscuits Chocolat Repère #2501
XSELL-0824,399265640241,356532153461,Sauce Tomate Basilic Danone #2644,Jus d'Orange Pur Jus Gourmet #4081,68.4,7.9,Offre Duo : -30% sur Jus d'Orange Pur Jus Gourmet #4081 (MDD) à l'achat de Sauce Tomate Basilic Danone #2644
XSELL-0825,318550926423,318887305287,Jus d'Orange Pur Jus Repère #898,Jus d'Orange Pur Jus Repère #4444,81.3,8.0,Offre Duo : -30% sur Jus d'Orange Pur Jus Repère #4444 (MDD) à l'achat de Jus d'Orange Pur Jus Repère #898
XSELL-0826,367852317759,341759472596,Biscuits Chocolat Nestlé #2223,Céréales Gourmandes Gourmet #3141,74.2,5.7,Offre Duo : -30% sur Céréales Gourmandes Gourmet #3141 (MDD) à l'achat de Biscuits Chocolat Nestlé #2223
XSELL-0827,348753994847,333446382938,Sauce Tomate Basilic Danone #3657,Pâte à Tartiner Repère #1689,74.6,6.7,Offre Duo : -30% sur Pâte à Tartiner Repère #1689 (MDD) à l'achat de Sauce Tomate Basilic Danone #3657
XSELL-0828,348293064477,340559561148,Pain de Mie Bio Nestlé #4110,Plat Cuisiné Lasagnes Repère #4343,75.0,12.2,Offre Duo : -30% sur Plat Cuisiné Lasagnes Repère #4343 (MDD) à l'achat de Pain de Mie Bio Nestlé #4110
XSELL-0829,390904325106,321781877979,Jambon Supérieur Nestlé #4074,Jus d'Orange Pur Jus Gourmet #2649,66.3,9.3,Offre Duo : -30% sur Jus d'Orange Pur Jus Gourmet #2649 (MDD) à l'achat de Jambon Supérieur Nestlé #4074
XSELL-0830,363299256955,360013161348,Jus d'Orange Pur Jus Nestlé #444,Jambon Supérieur Repère #3345,71.5,9.6,Offre Duo : -30% sur Jambon Supérieur Repère #3345 (MDD) à l'achat de Jus d'Orange Pur Jus Nestlé #444
XSELL-0831,317539005689,373188229220,Yaourt Fraise Repère #1403,Plat Cuisiné Lasagnes Repère #887,67.3,7.4,Offre Duo : -30% sur Plat Cuisiné Lasagnes Repère #887 (MDD) à l'achat de Yaourt Fraise Repère #1403
XSELL-0832,353805099977,394101502401,Biscuits Chocolat Repère #569,Sauce Tomate Basilic Repère #3848,86.6,8.3,Offre Duo : -30% sur Sauce Tomate Basilic Repère #3848 (MDD) à l'achat de Biscuits Chocolat Repère #569
XSELL-0833,314929851730,338083244781,Fromage Fondu Repère #2382,Céréales Gourmandes Gourmet #4128,83.9,13.6,Offre Duo : -30% sur Céréales Gourmandes Gourmet #4128 (MDD) à l'achat de Fromage Fondu Repère #2382
XSELL-0834,362312960879,370623885267,Plat Cuisiné Lasagnes Nestlé #3768,Fromage Fondu Repère #3257,68.8,5.8,Offre Duo : -30% sur Fromage Fondu Repère #3257 (MDD) à l'achat de Plat Cuisiné Lasagnes Nestlé #3768
XSELL-0835,396493841529,388741281010,Pâte à Tartiner Nestlé #3462,Yaourt Fraise Repère #3636,92.3,9.0,Offre Duo : -30% sur Yaourt Fraise Repère #3636 (MDD) à l'achat de Pâte à Tartiner Nestlé #3462
XSELL-0836,362700601522,351468153459,Plat Cuisiné Lasagnes Danone #308,Plat Cuisiné Lasagnes Bio #4322,76.5,9.7,Offre Duo : -30% sur Plat Cuisiné Lasagnes Bio #4322 (MDD) à l'achat de Plat Cuisiné Lasagnes Danone #308
XSELL-0837,342276392426,386640323884,Jus d'Orange Pur Jus Danone #2614,Pain de Mie Bio Bio #3949,72.5,13.4,Offre Duo : -30% sur Pain de Mie Bio Bio #3949 (MDD) à l'achat de Jus d'Orange Pur Jus Danone #2614
XSELL-0838,340559561148,338865281079,Plat Cuisiné Lasagnes Repère #4343,Pain de Mie Bio Bio #4328,82.9,11.4,Offre Duo : -30% sur Pain de Mie Bio Bio #4328 (MDD) à l'achat de Plat Cuisiné Lasagnes Repère #4343
XSELL-0839,321313008169,350040168632,Céréales Gourmandes Nestlé #1834,Fromage Fondu Gourmet #4223,69.7,7.7,Offre Duo : -30% sur Fromage Fondu Gourmet #4223 (MDD) à l'achat de Céréales Gourmandes Nestlé #1834
XSELL-0840,368457206639,311237730175,Sauce Tomate Basilic Danone #3726,Fromage Fondu Bio #209,84.2,6.5,Offre Duo : -30% sur Fromage Fondu Bio #209 (MDD) à l'achat de Sauce Tomate Basilic Danone #3726
XSELL-0841,387427059764,394561732653,Sauce Tomate Basilic Danone #2901,Jus d'Orange Pur Jus Bio #1831,92.9,7.2,Offre Duo : -30% sur Jus d'Orange Pur Jus Bio #1831 (MDD) à l'achat de Sauce Tomate Basilic Danone #2901
XSELL-0842,360643040778,337686391125,Céréales Gourmandes Danone #2685,Jambon Supérieur Bio #3112,89.9,8.1,Offre Duo : -30% sur Jambon Supérieur Bio #3112 (MDD) à l'achat de Céréales Gourmandes Danone #2685
XSELL-0843,366495235323,332862704820,Yaourt Fraise Repère #4391,Céréales Gourmandes Bio #980,92.4,9.0,Offre Duo : -30% sur Céréales Gourmandes Bio #980 (MDD) à l'achat de Yaourt Fraise Repère #4391
XSELL-0844,397351011592,383396716336,Jus d'Orange Pur Jus Nestlé #2325,Fromage Fondu Gourmet #4035,83.7,6.7,Offre Duo : -30% sur Fromage Fondu Gourmet #4035 (MDD) à l'achat de Jus d'Orange Pur Jus Nestlé #2325
XSELL-0845,319006945733,372094479903,Plat Cuisiné Lasagnes Danone #2713,Biscuits Chocolat Bio #1847,88.2,10.2,Offre Duo : -30% sur Biscuits Chocolat Bio #1847 (MDD) à l'achat de Plat Cuisiné Lasagnes Danone #2713
XSELL-0846,399356763700,385163722964,Pâte à Tartiner Danone #3164,Pâte à Tartiner Bio #3619,87.8,12.2,Offre Duo : -30% sur Pâte à Tartiner Bio #3619 (MDD) à l'achat de Pâte à Tartiner Danone #3164
XSELL-0847,358058423853,359220042592,Céréales Gourmandes Nestlé #2038,Céréales Gourmandes Bio #4407,68.0,12.8,Offre Duo : -30% sur Céréales Gourmandes Bio #4407 (MDD) à l'achat de Céréales Gourmandes Nestlé #2038
XSELL-0848,335663480944,384573733781,Céréales Gourmandes Nestlé #3287,Jambon Supérieur Bio #539,68.0,4.8,Offre Duo : -30% sur Jambon Supérieur Bio #539 (MDD) à l'achat de Céréales Gourmandes Nestlé #3287
XSELL-0849,380949761685,376746004891,Sauce Tomate Basilic Danone #4496,Céréales Gourmandes Bio #4050,79.1,13.6,Offre Duo : -30% sur Céréales Gourmandes Bio #4050 (MDD) à l'achat de Sauce Tomate Basilic Danone #4496
XSELL-0850,386828758856,317309169928,Sauce Tomate Basilic Repère #546,Yaourt Fraise Gourmet #1434,72.8,5.9,Offre Duo : -30% sur Yaourt Fraise Gourmet #1434 (MDD) à l'achat de Sauce Tomate Basilic Repère #546
XSELL-0851,365972121349,361411101779,Pâte à Tartiner Nestlé #2605,Jambon Supérieur Gourmet #3248,81.3,11.9,Offre Duo : -30% sur Jambon Supérieur Gourmet #3248 (MDD) à l'achat de Pâte à Tartiner Nestlé #2605
XSELL-0852,358427079986,381015689105,Pain de Mie Bio Nestlé #348,Jambon Supérieur Repère #2594,71.7,5.2,Offre Duo : -30% sur Jambon Supérieur Repère #2594 (MDD) à l'achat de Pain de Mie Bio Nestlé #348
XSELL-0853,340289428240,396463026443,Biscuits Chocolat Danone #1296,Plat Cuisiné Lasagnes Gourmet #1199,66.4,6.6,Offre Duo : -30% sur Plat Cuisiné Lasagnes Gourmet #1199 (MDD) à l'achat de Biscuits Chocolat Danone #1296
XSELL-0854,398786471433,332316512490,Biscuits Chocolat Repère #1339,Jus d'Orange Pur Jus Gourmet #1395,65.0,6.9,Offre Duo : -30% sur Jus d'Orange Pur Jus Gourmet #1395 (MDD) à l'achat de Biscuits Chocolat Repère #1339
XSELL-0855,364134521845,362022582433,Céréales Gourmandes Nestlé #809,Yaourt Fraise Repère #2009,74.4,12.4,Offre Duo : -30% sur Yaourt Fraise Repère #2009 (MDD) à l'achat de Céréales Gourmandes Nestlé #809
XSELL-0856,319670287491,368303972102,Fromage Fondu Repère #3769,Pain de Mie Bio Gourmet #3074,71.5,13.7,Offre Duo : -30% sur Pain de Mie Bio Gourmet #3074 (MDD) à l'achat de Fromage Fondu Repère #3769
XSELL-0857,372232599800,396140355827,Fromage Fondu Danone #1238,Pain de Mie Bio Repère #419,74.8,14.0,Offre Duo : -30% sur Pain de Mie Bio Repère #419 (MDD) à l'achat de Fromage Fondu Danone #1238
XSELL-0858,360396579173,357197271272,Jus d'Orange Pur Jus Repère #769,Céréales Gourmandes Gourmet #2618,70.6,13.9,Offre Duo : -30% sur Céréales Gourmandes Gourmet #2618 (MDD) à l'achat de Jus d'Orange Pur Jus Repère #769
XSELL-0859,385172085310,376591240577,Yaourt Fraise Danone #3676,Jus d'Orange Pur Jus Bio #202,84.2,13.1,Offre Duo : -30% sur Jus d'Orange Pur Jus Bio #202 (MDD) à l'achat de Yaourt Fraise Danone #3676
XSELL-0860,311019016135,318394352076,Jus d'Orange Pur Jus Danone #2871,Jus d'Orange Pur Jus Bio #4310,81.9,12.1,Offre Duo : -30% sur Jus d'Orange Pur Jus Bio #4310 (MDD) à l'achat de Jus d'Orange Pur Jus Danone #2871
XSELL-0861,328600149673,361992068884,Yaourt Fraise Danone #860,Yaourt Fraise Repère #1261,85.8,13.5,Offre Duo : -30% sur Yaourt Fraise Repère #1261 (MDD) à l'achat de Yaourt Fraise Danone #860
XSELL-0862,312944295447,357915708629,Jambon Supérieur Nestlé #3800,Pâte à Tartiner Bio #4034,79.9,11.3,Offre Duo : -30% sur Pâte à Tartiner Bio #4034 (MDD) à l'achat de Jambon Supérieur Nestlé #3800
XSELL-0863,315638049591,341824022277,Plat Cuisiné Lasagnes Repère #3947,Plat Cuisiné Lasagnes Repère #3929,77.6,5.7,Offre Duo : -30% sur Plat Cuisiné Lasagnes Repère #3929 (MDD) à l'achat de Plat Cuisiné Lasagnes Repère #3947
XSELL-0864,333269673292,343205525614,Plat Cuisiné Lasagnes Danone #1893,Biscuits Chocolat Bio #508,85.4,11.8,Offre Duo : -30% sur Biscuits Chocolat Bio #508 (MDD) à l'achat de Plat Cuisiné Lasagnes Danone #1893
XSELL-0865,310838154276,376037699121,Fromage Fondu Nestlé #947,Pain de Mie Bio Gourmet #3037,81.4,7.7,Offre Duo : -30% sur Pain de Mie Bio Gourmet #3037 (MDD) à l'achat de Fromage Fondu Nestlé #947
XSELL-0866,377504647805,387757532835,Jus d'Orange Pur Jus Danone #3631,Jus d'Orange Pur Jus Repère #2194,66.9,8.5,Offre Duo : -30% sur Jus d'Orange Pur Jus Repère #2194 (MDD) à l'achat de Jus d'Orange Pur Jus Danone #3631
XSELL-0867,371020930999,362496286567,Pâte à Tartiner Nestlé #4076,Jambon Supérieur Gourmet #1896,70.3,10.0,Offre Duo : -30% sur Jambon Supérieur Gourmet #1896 (MDD) à l'achat de Pâte à Tartiner Nestlé #4076
XSELL-0868,320689070750,316155938902,Fromage Fondu Repère #3909,Fromage Fondu Gourmet #678,85.3,13.5,Offre Duo : -30% sur Fromage Fondu Gourmet #678 (MDD) à l'achat de Fromage Fondu Repère #3909
XSELL-0869,377652752753,334239231074,Fromage Fondu Danone #2771,Jus d'Orange Pur Jus Repère #1866,67.2,6.8,Offre Duo : -30% sur Jus d'Orange Pur Jus Repère #1866 (MDD) à l'achat de Fromage Fondu Danone #2771
XSELL-0870,319468038376,349589647448,Yaourt Fraise Danone #3528,Pâte à Tartiner Bio #3593,88.3,8.2,Offre Duo : -30% sur Pâte à Tartiner Bio #3593 (MDD) à l'achat de Yaourt Fraise Danone #3528
XSELL-0871,333608041240,379327078277,Fromage Fondu Nestlé #4346,Yaourt Fraise Bio #2942,79.6,5.8,Offre Duo : -30% sur Yaourt Fraise Bio #2942 (MDD) à l'achat de Fromage Fondu Nestlé #4346
XSELL-0872,311642114310,358580556494,Jus d'Orange Pur Jus Nestlé #2380,Fromage Fondu Gourmet #4349,89.4,13.9,Offre Duo : -30% sur Fromage Fondu Gourmet #4349 (MDD) à l'achat de Jus d'Orange Pur Jus Nestlé #2380
XSELL-0873,372610012369,383642746992,Biscuits Chocolat Nestlé #3739,Biscuits Chocolat Bio #2100,87.0,12.4,Offre Duo : -30% sur Biscuits Chocolat Bio #2100 (MDD) à l'achat de Biscuits Chocolat Nestlé #3739
XSELL-0874,312129665254,379327078277,Biscuits Chocolat Nestlé #637,Yaourt Fraise Bio #2942,76.0,4.8,Offre Duo : -30% sur Yaourt Fraise Bio #2942 (MDD) à l'achat de Biscuits Chocolat Nestlé #637
XSELL-0875,326305384830,362034220312,Fromage Fondu Danone #1837,Sauce Tomate Basilic Repère #338,74.3,12.1,Offre Duo : -30% sur Sauce Tomate Basilic Repère #338 (MDD) à l'achat de Fromage Fondu Danone #1837
XSELL-0876,337762271315,362589498195,Jambon Supérieur Repère #1496,Yaourt Fraise Gourmet #3223,82.9,8.9,Offre Duo : -30% sur Yaourt Fraise Gourmet #3223 (MDD) à l'achat de Jambon Supérieur Repère #1496
XSELL-0877,359790665880,371858835807,Pain de Mie Bio Nestlé #4176,Jambon Supérieur Bio #4473,89.5,8.2,Offre Duo : -30% sur Jambon Supérieur Bio #4473 (MDD) à l'achat de Pain de Mie Bio Nestlé #4176
XSELL-0878,312132254570,345663131136,Plat Cuisiné Lasagnes Danone #2524,Pain de Mie Bio Gourmet #1250,78.3,13.1,Offre Duo : -30% sur Pain de Mie Bio Gourmet #1250 (MDD) à l'achat de Plat Cuisiné Lasagnes Danone #2524
XSELL-0879,322928608938,356943465990,Biscuits Chocolat Repère #652,Sauce Tomate Basilic Bio #1478,73.2,8.5,Offre Duo : -30% sur Sauce Tomate Basilic Bio #1478 (MDD) à l'achat de Biscuits Chocolat Repère #652
XSELL-0880,350427366813,385501298296,Céréales Gourmandes Danone #1533,Céréales Gourmandes Bio #3568,85.4,10.2,Offre Duo : -30% sur Céréales Gourmandes Bio #3568 (MDD) à l'achat de Céréales Gourmandes Danone #1533
XSELL-0881,362101699203,311999573032,Sauce Tomate Basilic Repère #3837,Pain de Mie Bio Repère #201,83.4,7.3,Offre Duo : -30% sur Pain de Mie Bio Repère #201 (MDD) à l'achat de Sauce Tomate Basilic Repère #3837
XSELL-0882,320928325117,340077361198,Jambon Supérieur Repère #3583,Pâte à Tartiner Bio #1345,90.2,5.8,Offre Duo : -30% sur Pâte à Tartiner Bio #1345 (MDD) à l'achat de Jambon Supérieur Repère #3583
XSELL-0883,337753720102,379870676394,Yaourt Fraise Danone #1992,Fromage Fondu Bio #3067,72.1,7.1,Offre Duo : -30% sur Fromage Fondu Bio #3067 (MDD) à l'achat de Yaourt Fraise Danone #1992
